Centroid Mass	Relative Intensity
606.771114	69.0854
606.787944	73.1945
606.804774	78.8446
606.821604	86.2925
606.838435	85.2652
606.855266	65.7467
606.872097	58.2989
606.888929	80.8992
606.905761	96.3085
606.922593	92.9698
606.939425	88.347
606.956257	71.9104
606.973090	60.0966
606.989923	60.8671
607.006756	77.8173
607.023589	79.3583
607.040423	65.4899
607.057256	72.1673
607.074090	82.9538
607.090925	83.2106
607.107759	82.697
607.124594	88.347
607.141429	78.5878
607.158264	66.0035
607.175100	63.4353
607.191935	71.9104
607.208771	64.2058
607.225607	60.3534
607.242444	78.0742
607.259280	81.4128
607.276117	83.4674
607.292954	81.156
607.309792	76.2764
607.326629	79.1014
607.343467	65.4899
607.360305	65.2331
607.377143	77.3037
607.393982	87.8334
607.410820	80.6424
607.427659	69.599
607.444498	61.6375
607.461338	69.0854
607.478177	90.1448
607.495017	88.8607
607.511857	87.5766
607.528698	89.6311
607.545538	95.0244
607.562379	105.811
607.579220	127.898
607.596061	133.034
607.612903	112.488
607.629745	111.204
607.646587	129.182
607.663429	112.231
607.680271	92.1994
607.697114	103.243
607.713957	127.127
607.730800	114.8
607.747643	92.9698
607.764487	87.0629
607.781331	101.445
607.798175	106.581
607.815019	99.6472
607.831864	93.7403
607.848708	92.1994
607.865553	97.3358
607.882399	102.729
607.899244	118.395
607.916090	126.87
607.932936	120.193
607.949782	96.3085
607.966628	88.0902
607.983475	106.581
608.000322	102.472
608.017169	89.888
608.034016	72.6809
608.050864	71.3968
608.067712	68.3149
608.084560	71.14
608.101408	83.2106
608.118257	99.904
608.135105	94.5107
608.151954	76.5332
608.168803	75.7627
608.185653	77.5605
608.202503	86.0356
608.219352	86.2924
608.236203	83.2106
608.253053	79.3582
608.269904	75.2491
608.286754	81.9265
608.303605	93.7403
608.320457	104.013
608.337308	111.975
608.354160	103.756
608.371012	87.3197
608.387864	61.8943
608.404717	66.0035
608.421570	75.2491
608.438422	72.6809
608.455276	81.156
608.472129	95.538
608.488983	104.013
608.505837	116.854
608.522691	118.909
608.539545	107.352
608.556400	104.784
608.573254	98.8767
608.590109	80.8992
608.606965	91.4289
608.623820	98.1062
608.640676	100.931
608.657532	121.734
608.674388	114.286
608.691245	107.095
608.708101	101.959
608.724958	101.188
608.741815	107.865
608.758673	125.843
608.775530	119.679
608.792388	104.527
608.809246	95.7948
608.826104	105.811
608.842963	111.718
608.859822	108.893
608.876681	101.188
608.893540	95.538
608.910399	88.347
608.927259	101.188
608.944119	118.138
608.960979	116.597
608.977840	102.215
608.994700	87.8334
609.011561	89.6311
609.028422	107.609
609.045284	107.352
609.062145	114.029
609.079007	106.068
609.095869	74.2218
609.112731	60.6102
609.129594	76.79
609.146457	95.2812
609.163320	101.445
609.180183	102.729
609.197046	130.209
609.213910	140.739
609.230774	127.898
609.247638	101.959
609.264502	96.0517
609.281367	107.095
609.298232	114.029
609.315097	116.597
609.331962	128.925
609.348828	129.439
609.365693	116.084
609.382559	95.7948
609.399426	102.986
609.416292	105.297
609.433159	92.4562
609.450026	86.0356
609.466893	104.27
609.483760	115.57
609.500628	129.182
609.517496	152.039
609.534364	146.902
609.551232	143.564
609.568101	166.164
609.584970	127.384
609.601839	94.7676
609.618708	123.018
609.635578	139.198
609.652447	124.045
609.669317	103.243
609.686188	110.177
609.703058	137.914
609.719929	165.65
609.736800	165.65
609.753671	131.493
609.770542	116.597
609.787414	111.975
609.804286	112.231
609.821158	115.313
609.838030	117.111
609.854902	106.068
609.871775	98.6199
609.888648	90.9152
609.905521	101.445
609.922395	94.7676
609.939269	82.9538
609.956143	78.0742
609.973017	86.0356
609.989891	90.1448
610.006766	87.0629
610.023641	75.2491
610.040516	75.7627
610.057391	81.9265
610.074267	86.0356
610.091143	76.2764
610.108019	68.8286
610.124895	66.774
610.141771	79.3583
610.158648	82.9538
610.175525	102.729
610.192402	113.772
610.209280	114.286
610.226157	109.663
610.243035	87.0629
610.259913	75.2491
610.276792	79.8719
610.293670	91.4289
610.310549	112.231
610.327428	100.674
610.344308	104.013
610.361187	91.1721
610.378067	86.0356
610.394947	86.0356
610.411827	75.7627
610.428708	65.4899
610.445588	64.2057
610.462469	75.5059
610.479351	109.663
610.496232	120.963
610.513114	124.559
610.529995	103.5
610.546878	71.6536
610.563760	65.233
610.580643	74.9923
610.597525	85.0083
610.614408	91.4289
610.631292	97.5926
610.648175	100.931
610.665059	88.347
610.681943	99.3904
610.698827	117.111
610.715712	134.318
610.732596	113.772
610.749481	100.674
610.766366	85.0083
610.783252	95.2812
610.800137	113.259
610.817023	105.811
610.833909	97.3358
610.850795	91.6857
610.867682	88.8607
610.884569	95.0244
610.901456	98.1063
610.918343	97.079
610.935231	80.6424
610.952118	64.4626
610.969006	76.5332
610.985894	80.8992
611.002783	68.3149
611.019671	69.8558
611.036560	64.9762
611.053449	76.2764
611.070339	82.9538
611.087228	79.8719
611.104118	70.6263
611.121008	70.1127
611.137898	74.9923
611.154789	75.7627
611.171680	67.5444
611.188571	60.8671
611.205462	61.3807
611.222353	73.7082
611.239245	84.4947
611.256137	89.1175
611.273029	89.3743
611.289921	91.1721
611.306814	88.0902
611.323707	90.1448
611.340600	113.772
611.357493	122.248
611.374387	118.652
611.391281	113.002
611.408175	119.679
611.425069	133.805
611.441963	124.045
611.458858	109.406
611.475753	103.5
611.492648	101.702
611.509544	98.1062
611.526439	101.445
611.543335	96.0517
611.560231	88.8606
611.577128	94.2539
611.594024	116.084
611.610921	124.559
611.627818	107.609
611.644715	86.8061
611.661613	78.331
611.678511	97.079
611.695409	111.975
611.712307	114.029
611.729205	100.418
611.746104	78.5878
611.763003	74.2218
611.779902	83.4674
611.796801	83.2106
611.813701	80.6423
611.830601	80.6423
611.847501	81.9265
611.864401	83.4674
611.881302	81.156
611.898203	93.4834
611.915104	85.7788
611.932005	67.5444
611.948906	59.5829
611.965808	76.0196
611.982710	86.2924
611.999612	88.6038
612.016514	85.7788
612.033417	80.8992
612.050320	61.6375
612.067223	54.1897
612.084126	77.8173
612.101030	87.3197
612.117934	91.9425
612.134838	89.1175
612.151742	78.5878
612.168647	62.6648
612.185551	64.7194
612.202456	68.8285
612.219362	70.8831
612.236267	75.5059
612.253173	73.1945
612.270079	61.3807
612.286985	54.4465
612.303891	63.6921
612.320798	67.0308
612.337705	70.3695
612.354612	80.1287
612.371519	90.6584
612.388427	104.527
612.405334	103.243
612.422242	88.0902
612.439151	96.3085
612.456059	91.4289
612.472968	85.0083
612.489877	80.8992
612.506786	80.8992
612.523695	87.3197
612.540605	87.5765
612.557515	91.4289
612.574425	93.4835
612.591335	91.4289
612.608246	94.5107
612.625157	89.3743
612.642068	73.965
612.658979	64.4626
612.675891	74.7355
612.692802	84.2379
612.709714	80.8992
612.726627	60.6102
612.743539	52.3919
612.760452	64.4626
612.777365	84.2379
612.794278	93.9971
612.811191	73.965
612.828105	56.5011
612.845019	61.3807
612.861933	72.9377
612.878847	83.7242
612.895762	74.2218
612.912676	67.2876
612.929591	72.4241
612.946507	73.965
612.963422	56.5011
612.980338	59.0693
612.997254	78.331
613.014170	93.7403
613.031086	92.9698
613.048003	86.2924
613.064920	83.4674
613.081837	80.8992
613.098754	66.774
613.115672	58.042
613.132590	49.0533
613.149508	54.1897
613.166426	53.4192
613.183345	62.6648
613.200263	68.0581
613.217182	73.7082
613.234102	58.042
613.251021	47.5123
613.267941	66.0035
613.284861	104.527
613.301781	100.674
613.318701	68.5717
613.335622	68.0581
613.352543	77.3037
613.369464	84.4947
613.386385	76.5332
613.403307	82.1833
613.420228	93.2267
613.437150	86.8061
613.454073	85.7788
613.470995	85.7788
613.487918	86.0356
613.504841	96.0517
613.521764	105.297
613.538687	102.729
613.555611	93.4835
613.572535	85.0083
613.589459	94.7676
613.606383	96.5653
613.623308	100.418
613.640233	93.9971
613.657158	85.0084
613.674083	69.8559
613.691009	65.7467
613.707934	67.8013
613.724860	77.8173
613.741787	70.1127
613.758713	56.7579
613.775640	68.0581
613.792567	73.4514
613.809494	71.9104
613.826421	72.6809
613.843349	76.5332
613.860277	65.7467
613.877205	61.6376
613.894133	61.1239
613.911062	72.4241
613.927990	70.3695
613.944919	61.6376
613.961849	61.8944
613.978778	62.9217
613.995708	61.3807
614.012638	61.6376
614.029568	53.6761
614.046498	49.0533
614.063429	58.5557
614.080360	68.3149
614.097291	80.1287
614.114222	85.522
614.131154	78.0742
614.148086	71.6536
614.165018	58.8125
614.181950	59.583
614.198883	68.8286
614.215815	75.7628
614.232748	86.8061
614.249682	74.4787
614.266615	72.9377
614.283549	89.3743
614.300483	92.1994
614.317417	95.0244
614.334351	104.013
614.351286	100.931
614.368221	98.1063
614.385156	91.6857
614.402091	80.8992
614.419027	87.063
614.435962	85.0084
614.452898	84.4947
614.469835	83.4674
614.486771	82.9538
614.503708	87.8334
614.520645	72.9377
614.537582	54.4466
614.554519	67.0308
614.571457	85.2652
614.588395	79.3583
614.605333	58.0421
614.622271	46.7419
614.639210	57.7852
614.656149	78.331
614.673088	87.5766
614.690027	87.5766
614.706967	104.784
614.723906	105.811
614.740846	95.0244
614.757787	79.6151
614.774727	66.2604
614.791668	59.583
614.808609	78.5878
614.825550	97.079
614.842491	102.986
614.859433	105.04
614.876375	102.986
614.893317	88.8607
614.910259	111.975
614.927202	138.684
614.944144	151.782
614.961087	147.159
614.978031	129.952
614.994974	97.8495
615.011918	85.0084
615.028862	86.8061
615.045806	93.2267
615.062750	99.3904
615.079695	84.4947
615.096640	74.9923
615.113585	66.2604
615.130530	75.5059
615.147476	80.3856
615.164422	64.2058
615.181368	60.8671
615.198314	65.7467
615.215261	68.8286
615.232207	65.7467
615.249154	63.1785
615.266102	58.8125
615.283049	55.7306
615.299997	54.4465
615.316945	70.6263
615.333893	75.5059
615.350841	64.7194
615.367790	50.3374
615.384739	72.6809
615.401688	80.8992
615.418637	60.6103
615.435587	42.1191
615.452536	51.3647
615.469486	62.9217
615.486437	73.4514
615.503387	82.697
615.520338	82.9538
615.537289	87.0629
615.554240	86.8061
615.571191	79.6151
615.588143	65.7467
615.605095	66.5172
615.622047	75.5059
615.639000	84.4947
615.655952	99.904
615.672905	106.325
615.689858	97.3358
615.706811	78.8446
615.723765	62.1512
615.740719	60.0966
615.757673	64.4626
615.774627	63.6921
615.791581	61.1239
615.808536	72.9377
615.825491	86.2925
615.842446	95.7949
615.859401	122.504
615.876357	124.816
615.893313	108.893
615.910269	93.7403
615.927225	88.0902
615.944182	79.3583
615.961139	86.5493
615.978096	80.3856
615.995053	85.522
616.012010	91.4289
616.028968	85.522
616.045926	74.4787
616.062884	74.7355
616.079843	86.2925
616.096801	97.3358
616.113760	92.1994
616.130719	87.0629
616.147679	83.7243
616.164638	78.0742
616.181598	63.4353
616.198558	52.1351
616.215518	43.66
616.232479	48.5396
616.249440	59.8398
616.266401	63.949
616.283362	66.774
616.300323	83.9811
616.317285	82.9538
616.334247	83.4674
616.351209	95.7949
616.368171	97.8495
616.385134	71.3968
616.402097	53.4193
616.419060	63.4353
616.436023	72.6809
616.452987	73.1945
616.469951	62.1512
616.486915	57.2716
616.503879	80.3856
616.520843	97.3358
616.537808	106.068
616.554773	114.029
616.571738	115.827
616.588704	116.341
616.605669	105.04
616.622635	90.4016
616.639601	77.3037
616.656568	60.3534
616.673534	59.0693
616.690501	72.6809
616.707468	74.7355
616.724436	67.2876
616.741403	61.1239
616.758371	68.5717
616.775339	77.8173
616.792307	73.1945
616.809275	83.2106
616.826244	80.8992
616.843213	74.4786
616.860182	75.7627
616.877152	82.6969
616.894121	93.2266
616.911091	89.6311
616.928061	77.8173
616.945032	79.6151
616.962002	80.8992
616.978973	77.0469
616.995944	68.5717
617.012915	77.0469
617.029887	85.522
617.046858	82.4401
617.063830	70.3695
617.080803	78.0741
617.097775	88.0902
617.114748	87.5766
617.131721	72.6809
617.148694	50.851
617.165667	53.1624
617.182641	62.6648
617.199614	69.8558
617.216588	67.8013
617.233563	64.9762
617.250537	63.1785
617.267512	59.0693
617.284487	59.0693
617.301462	72.1672
617.318438	89.3743
617.335413	91.4289
617.352389	110.177
617.369365	115.057
617.386342	113.772
617.403318	123.018
617.420295	128.925
617.437272	145.362
617.454250	147.416
617.471227	159.23
617.488205	174.639
617.505183	168.219
617.522161	124.816
617.539140	113.002
617.556119	110.177
617.573098	119.936
617.590077	138.171
617.607056	135.602
617.624036	119.679
617.641016	109.92
617.657996	97.3358
617.674976	91.6857
617.691957	88.6039
617.708938	65.7467
617.725919	60.0966
617.742900	60.0966
617.759881	61.6375
617.776863	56.7579
617.793845	52.3919
617.810827	59.583
617.827810	71.9104
617.844793	66.0035
617.861776	61.6375
617.878759	67.8013
617.895742	73.1945
617.912726	76.5332
617.929710	78.5878
617.946694	82.6969
617.963678	74.4786
617.980663	60.3534
617.997647	54.1897
618.014632	49.5669
618.031618	59.0693
618.048603	62.1512
618.065589	69.3422
618.082575	60.6103
618.099561	58.8125
618.116547	70.1127
618.133534	79.3583
618.150521	75.2491
618.167508	67.8013
618.184495	68.3149
618.201483	66.774
618.218471	74.7355
618.235459	82.9538
618.252447	64.4626
618.269436	46.7419
618.286425	49.8237
618.303413	72.9377
618.320403	96.0517
618.337392	95.538
618.354382	70.1127
618.371372	78.0741
618.388362	76.5332
618.405352	78.331
618.422343	77.3037
618.439334	70.8831
618.456325	66.0035
618.473316	68.3149
618.490308	100.674
618.507300	152.553
618.524292	163.853
618.541284	128.925
618.558276	100.418
618.575269	100.674
618.592262	109.15
618.609255	117.882
618.626249	117.625
618.643242	127.384
618.660236	128.411
618.677230	118.909
618.694225	111.975
618.711219	96.3085
618.728214	67.2876
618.745209	67.8013
618.762205	87.0629
618.779200	95.2812
618.796196	81.156
618.813192	67.0308
618.830188	57.5284
618.847184	71.14
618.864181	82.1833
618.881178	76.79
618.898175	59.0693
618.915173	49.0533
618.932170	53.9329
618.949168	57.5284
618.966166	66.774
618.983165	73.4514
619.000163	69.599
619.017162	60.6103
619.034161	64.2058
619.051160	63.1785
619.068160	76.79
619.085159	81.156
619.102159	69.0854
619.119160	62.9217
619.136160	54.1897
619.153161	44.1737
619.170162	55.7306
619.187163	62.408
619.204164	54.9602
619.221166	40.3213
619.238167	49.0533
619.255170	68.0581
619.272172	91.1721
619.289174	109.406
619.306177	108.893
619.323180	77.5605
619.340183	58.2989
619.357187	52.9056
619.374190	53.9329
619.391194	71.14
619.408199	80.3856
619.425203	92.9698
619.442208	103.756
619.459212	91.4289
619.476218	78.5878
619.493223	93.9971
619.510228	116.341
619.527234	133.548
619.544240	121.22
619.561247	101.188
619.578253	101.959
619.595260	97.5926
619.612267	95.7949
619.629274	102.986
619.646281	108.893
619.663289	114.8
619.680297	106.068
619.697305	91.9426
619.714313	93.7403
619.731322	97.5926
619.748331	100.674
619.765340	87.3198
619.782349	79.3583
619.799359	71.9104
619.816368	57.5284
619.833378	50.5942
619.850389	63.4353
619.867399	82.697
619.884410	89.1175
619.901421	62.1512
619.918432	59.3262
619.935443	62.9217
619.952455	70.8831
619.969467	76.5332
619.986479	75.7628
620.003491	79.1014
620.020504	87.5766
620.037517	79.1014
620.054530	63.4353
620.071543	67.8013
620.088556	66.774
620.105570	68.3149
620.122584	78.0742
620.139598	92.4562
620.156613	89.6311
620.173627	72.6809
620.190642	59.0693
620.207657	69.3422
620.224673	80.3856
620.241688	78.5878
620.258704	67.8013
620.275720	48.5396
620.292737	56.5011
620.309753	77.0469
620.326770	106.838
620.343787	111.718
620.360804	103.243
620.377822	79.8719
620.394839	63.4353
620.411857	67.8013
620.428875	73.7082
620.445894	81.6697
620.462912	82.1833
620.479931	69.0854
620.496950	71.6536
620.513970	85.2652
620.530989	91.4289
620.548009	101.445
620.565029	117.882
620.582049	128.925
620.599070	131.493
620.616091	116.084
620.633111	110.434
620.650133	124.816
620.667154	125.073
620.684176	114.286
620.701198	113.002
620.718220	118.909
620.735242	118.395
620.752265	116.854
620.769288	95.0244
620.786311	83.7242
620.803334	76.79
620.820358	89.6311
620.837381	101.959
620.854405	100.161
620.871429	83.2106
620.888454	56.5011
620.905479	41.8623
620.922504	56.2443
620.939529	81.4128
620.956554	93.4835
620.973580	70.3695
620.990606	67.0308
621.007632	67.0308
621.024658	70.6263
621.041685	56.2443
621.058711	45.2009
621.075738	41.3486
621.092766	45.7146
621.109793	37.2395
621.126821	44.4305
621.143849	56.7579
621.160877	58.5557
621.177906	46.7419
621.194934	53.9329
621.211963	79.8719
621.228992	91.4289
621.246022	91.9426
621.263051	90.1448
621.280081	72.4241
621.297111	59.0693
621.314141	55.217
621.331172	63.4353
621.348203	79.6151
621.365234	92.713
621.382265	71.9104
621.399296	50.0806
621.416328	53.9329
621.433360	54.9602
621.450392	58.8125
621.467425	78.331
621.484457	98.8767
621.501490	90.9153
621.518523	79.3583
621.535557	88.0902
621.552590	91.4289
621.569624	91.6857
621.586658	90.9153
621.603692	101.445
621.620727	98.6199
621.637761	99.1336
621.654796	106.581
621.671832	95.0244
621.688867	74.2218
621.705903	76.79
621.722939	80.1287
621.739975	95.0244
621.757011	111.718
621.774048	109.406
621.791085	92.713
621.808122	84.4947
621.825159	74.7355
621.842196	67.5444
621.859234	59.583
621.876272	63.9489
621.893310	67.0308
621.910349	64.2058
621.927388	53.6761
621.944427	47.2555
621.961466	36.7258
621.978505	29.278
621.995545	41.8622
622.012585	51.8783
622.029625	63.6921
622.046665	52.3919
622.063706	44.4305
622.080746	47.5123
622.097787	42.3759
622.114829	41.6054
622.131870	43.1464
622.148912	54.9602
622.165954	66.5172
622.182996	61.8944
622.200039	55.217
622.217081	52.1351
622.234124	50.5942
622.251167	52.3919
622.268211	57.7852
622.285254	66.2603
622.302298	61.6375
622.319342	47.7691
622.336386	43.1464
622.353431	61.1239
622.370476	73.1945
622.387521	69.8558
622.404566	67.5444
622.421611	54.1897
622.438657	51.6215
622.455703	51.3647
622.472749	42.1191
622.489796	46.485
622.506842	73.1945
622.523889	105.554
622.540936	116.597
622.557984	86.8061
622.575031	66.2603
622.592079	83.2106
622.609127	97.3358
622.626175	93.7403
622.643224	84.4947
622.660272	91.9425
622.677321	78.8446
622.694371	68.0581
622.711420	64.2057
622.728470	60.0966
622.745520	66.0035
622.762570	71.3968
622.779620	68.5717
622.796671	69.0854
622.813722	63.4353
622.830773	61.3807
622.847824	69.0854
622.864875	74.2218
622.881927	67.0308
622.898979	60.3534
622.916031	59.0693
622.933084	68.3149
622.950137	74.2218
622.967190	65.4899
622.984243	56.5011
623.001296	32.3598
623.018350	28.2507
623.035404	42.8895
623.052458	55.217
623.069512	64.7194
623.086567	68.3149
623.103621	60.8671
623.120676	47.5123
623.137732	32.6166
623.154787	22.8574
623.171843	44.9441
623.188899	67.8013
623.205955	67.8013
623.223012	57.0147
623.240068	53.9329
623.257125	53.9329
623.274182	68.8285
623.291240	92.4562
623.308297	90.9152
623.325355	66.774
623.342413	56.2443
623.359471	68.3149
623.376530	79.6151
623.393589	70.3695
623.410648	57.5284
623.427707	50.5942
623.444767	67.0308
623.461826	94.7676
623.478886	109.663
623.495946	97.079
623.513007	89.6311
623.530067	81.9265
623.547128	79.8719
623.564189	73.1945
623.581251	72.9377
623.598312	80.1287
623.615374	92.713
623.632436	92.1994
623.649498	85.0084
623.666561	83.7242
623.683624	78.0742
623.700687	90.9153
623.717750	96.0517
623.734813	91.1721
623.751877	84.2379
623.768941	74.2218
623.786005	64.2058
623.803069	61.8944
623.820134	72.6809
623.837199	66.2603
623.854264	47.2555
623.871329	46.7419
623.888395	65.7467
623.905460	77.3037
623.922526	75.7628
623.939593	61.6376
623.956659	64.9762
623.973726	71.14
623.990793	59.583
624.007860	41.8623
624.024927	46.4851
624.041995	69.599
624.059063	76.0196
624.076131	60.8671
624.093199	47.2555
624.110268	44.9441
624.127337	57.5284
624.144406	64.7194
624.161475	71.3968
624.178544	78.8446
624.195614	97.3358
624.212684	98.1063
624.229754	77.3037
624.246825	59.8398
624.263895	50.851
624.280966	42.6327
624.298038	50.851
624.315109	66.0035
624.332181	71.3968
624.349252	63.4353
624.366324	67.2876
624.383397	68.3149
624.400469	71.3968
624.417542	53.4193
624.434615	58.2989
624.451688	66.774
624.468762	70.3695
624.485835	64.7194
624.502909	67.2876
624.519984	70.3695
624.537058	78.8446
624.554133	68.3149
624.571207	64.4626
624.588283	52.9056
624.605358	47.2555
624.622434	57.2716
624.639509	73.7082
624.656585	92.1994
624.673662	92.713
624.690738	74.9923
624.707815	73.965
624.724892	92.4562
624.741969	115.827
624.759046	109.406
624.776124	87.0629
624.793202	77.0469
624.810280	77.0469
624.827359	90.1448
624.844437	95.0244
624.861516	101.445
624.878595	92.1994
624.895674	78.5878
624.912754	75.5059
624.929834	80.6424
624.946914	73.7082
624.963994	79.6151
624.981074	83.4674
624.998155	91.4289
625.015236	101.445
625.032317	106.581
625.049399	119.679
625.066480	123.532
625.083562	105.04
625.100644	92.1994
625.117727	94.2539
625.134809	84.4947
625.151892	74.2218
625.168975	75.7627
625.186058	69.0854
625.203142	62.6648
625.220226	69.599
625.237310	80.3855
625.254394	84.4947
625.271478	70.3695
625.288563	69.0854
625.305648	70.6263
625.322733	80.1287
625.339818	79.8719
625.356904	71.3968
625.373990	74.7355
625.391076	69.3422
625.408162	74.2218
625.425249	82.4401
625.442335	83.4674
625.459422	85.0083
625.476510	71.6536
625.493597	54.9602
625.510685	66.2603
625.527773	87.5766
625.544861	93.4835
625.561949	94.2539
625.579038	87.3197
625.596127	85.522
625.613216	83.4674
625.630305	94.5108
625.647395	85.0083
625.664485	68.0581
625.681575	73.7082
625.698665	81.6697
625.715756	79.8719
625.732846	75.7628
625.749937	70.1127
625.767028	78.0742
625.784120	83.4674
625.801212	70.3695
625.818303	63.9489
625.835396	71.9104
625.852488	69.3422
625.869581	70.1127
625.886673	70.8831
625.903767	85.2652
625.920860	93.4835
625.937953	82.9538
625.955047	78.0742
625.972141	73.4514
625.989235	66.0035
626.006330	66.5172
626.023425	59.3262
626.040520	49.8237
626.057615	60.3534
626.074710	66.2603
626.091806	71.3968
626.108902	76.0196
626.125998	82.1833
626.143094	78.331
626.160191	75.7627
626.177287	71.6536
626.194384	68.0581
626.211482	57.7852
626.228579	56.5011
626.245677	46.2282
626.262775	48.2828
626.279873	63.4353
626.296972	60.3534
626.314070	43.1464
626.331169	36.2122
626.348268	49.8237
626.365368	65.233
626.382467	80.1287
626.399567	76.5332
626.416667	75.7627
626.433768	81.9265
626.450868	65.4899
626.467969	49.8237
626.485070	62.9216
626.502171	76.2764
626.519273	67.0308
626.536374	52.3919
626.553476	60.0966
626.570578	58.8125
626.587681	51.1078
626.604783	65.233
626.621886	73.4513
626.638989	71.6536
626.656093	71.3968
626.673196	71.9104
626.690300	71.6536
626.707404	68.5717
626.724509	49.8237
626.741613	40.0645
626.758718	38.5236
626.775823	42.6327
626.792928	49.0533
626.810033	80.8992
626.827139	113.259
626.844245	106.838
626.861351	67.2876
626.878458	51.8783
626.895564	67.0308
626.912671	82.9538
626.929778	92.4562
626.946885	84.2379
626.963993	67.2876
626.981101	42.1191
626.998209	41.0918
627.015317	54.9602
627.032425	69.3422
627.049534	71.6536
627.066643	80.3856
627.083752	86.5493
627.100862	82.4401
627.117971	66.2604
627.135081	65.7467
627.152191	68.3149
627.169302	71.6536
627.186412	75.2491
627.203523	82.697
627.220634	72.6809
627.237745	56.7579
627.254857	55.7307
627.271969	81.9265
627.289081	84.4947
627.306193	85.522
627.323305	74.7355
627.340418	67.0308
627.357531	59.0693
627.374644	59.583
627.391757	61.3807
627.408871	66.774
627.425985	67.0308
627.443099	62.9217
627.460213	69.0854
627.477328	80.3856
627.494442	89.888
627.511558	81.6697
627.528673	67.2876
627.545788	62.6648
627.562904	79.1015
627.580020	94.7676
627.597136	89.6312
627.614252	105.04
627.631369	119.166
627.648486	117.882
627.665603	95.0244
627.682720	71.9104
627.699838	64.7194
627.716956	83.2106
627.734074	92.713
627.751192	87.5766
627.768311	83.7242
627.785429	82.9538
627.802548	77.3037
627.819668	72.9377
627.836787	70.3695
627.853907	79.3583
627.871027	78.5878
627.888147	75.7627
627.905267	93.2266
627.922388	98.6199
627.939509	77.8173
627.956630	57.2716
627.973751	65.233
627.990873	77.0469
628.007994	82.4401
628.025116	86.8061
628.042239	100.674
628.059361	94.7676
628.076484	76.79
628.093607	73.965
628.110730	64.7194
628.127853	61.8944
628.144977	68.5717
628.162101	70.3695
628.179225	68.8286
628.196349	62.1512
628.213474	60.6102
628.230599	69.3422
628.247724	66.5172
628.264849	73.1945
628.281975	86.2924
628.299100	90.9152
628.316226	85.7788
628.333352	75.5059
628.350479	78.0741
628.367606	82.9538
628.384733	75.5059
628.401860	65.4899
628.418987	54.1897
628.436115	58.5557
628.453243	61.3807
628.470371	83.4674
628.487499	108.636
628.504627	109.15
628.521756	88.8607
628.538885	72.1672
628.556014	79.6151
628.573144	76.79
628.590274	60.6102
628.607404	68.3149
628.624534	84.4947
628.641664	74.2218
628.658795	60.6102
628.675926	64.9762
628.693057	58.8125
628.710188	63.4353
628.727320	54.9602
628.744452	46.485
628.761584	63.4353
628.778716	75.7627
628.795848	71.6536
628.812981	74.7355
628.830114	86.0356
628.847247	100.931
628.864381	111.461
628.881515	128.154
628.898648	124.559
628.915783	133.291
628.932917	153.323
628.950052	139.968
628.967186	128.154
628.984322	131.75
629.001457	126.87
629.018592	115.313
629.035728	104.013
629.052864	91.9425
629.070000	86.0356
629.087137	71.6536
629.104274	67.0308
629.121411	76.5332
629.138548	77.3037
629.155685	73.4514
629.172823	71.3968
629.189961	68.0581
629.207099	68.5717
629.224237	72.6809
629.241376	63.9489
629.258515	58.042
629.275654	52.6488
629.292793	36.469
629.309932	38.5236
629.327072	60.8671
629.344212	63.9489
629.361352	72.1673
629.378493	72.6809
629.395633	76.79
629.412774	69.599
629.429916	59.3261
629.447057	68.3149
629.464199	81.6697
629.481340	79.8719
629.498482	70.1127
629.515625	72.1672
629.532767	77.8173
629.549910	73.4514
629.567053	73.1945
629.584196	93.4835
629.601340	88.8607
629.618484	63.1785
629.635628	60.0966
629.652772	68.8286
629.669916	83.4674
629.687061	93.7403
629.704206	90.6584
629.721351	95.2812
629.738496	74.7355
629.755642	54.7034
629.772787	59.0693
629.789934	71.9104
629.807080	78.8446
629.824226	60.3534
629.841373	43.9168
629.858520	51.1079
629.875667	69.8559
629.892815	89.888
629.909962	106.325
629.927110	124.302
629.944258	121.477
629.961407	92.713
629.978555	78.5878
629.995704	89.6311
630.012853	89.6311
630.030003	81.6697
630.047152	89.3743
630.064302	99.3904
630.081452	105.811
630.098602	100.674
630.115753	84.7515
630.132904	85.7788
630.150054	90.9153
630.167206	81.156
630.184357	78.5878
630.201509	78.0742
630.218661	68.5717
630.235813	64.9762
630.252965	65.2331
630.270118	51.3647
630.287270	48.7965
630.304424	61.3807
630.321577	70.8831
630.338730	57.2716
630.355884	61.3807
630.373038	69.0854
630.390192	85.0084
630.407347	78.331
630.424501	74.4787
630.441656	68.3149
630.458811	74.2218
630.475967	84.4947
630.493122	78.331
630.510278	75.7628
630.527434	79.3583
630.544591	76.5332
630.561747	77.3037
630.578904	78.331
630.596061	76.7901
630.613218	83.7243
630.630376	90.4016
630.647534	91.1721
630.664692	104.27
630.681850	97.079
630.699008	83.2106
630.716167	90.1448
630.733326	106.068
630.750485	96.0517
630.767644	67.8013
630.784804	59.0694
630.801964	63.6921
630.819124	71.6536
630.836284	59.3262
630.853444	53.6761
630.870605	47.7692
630.887766	65.2331
630.904927	83.2106
630.922089	98.3631
630.939250	102.472
630.956412	97.3358
630.973575	71.3968
630.990737	49.3101
631.007900	55.217
631.025062	70.8832
631.042225	81.9265
631.059389	86.0357
631.076552	77.3037
631.093716	79.1015
631.110880	75.7628
631.128044	81.9265
