Centroid Mass	Relative Intensity
505.911162	71.5376
505.926521	77.7885
505.941880	64.245
505.957239	41.3251
505.972599	45.4924
505.987959	43.756
506.003319	42.0197
506.018679	43.4088
506.034040	50.3542
506.049400	70.1486
506.064761	82.6503
506.080123	73.6213
506.095484	79.5249
506.110846	79.8721
506.126208	93.7629
506.141570	85.7757
506.156932	60.7723
506.172295	53.8269
506.187658	53.1323
506.203021	43.756
506.218384	48.2705
506.233748	51.396
506.249112	43.0615
506.264476	26.3925
506.279840	18.058
506.295205	39.9361
506.310570	72.5795
506.325934	72.9267
506.341300	57.6468
506.356665	42.0197
506.372031	36.1161
506.387397	28.1289
506.402763	47.9233
506.418129	47.9233
506.433496	37.8524
506.448863	31.9488
506.464230	25.698
506.479597	31.2543
506.494965	57.9941
506.510333	70.1486
506.525701	77.094
506.541069	54.5214
506.556437	39.5888
506.571806	21.5307
506.587175	30.2125
506.602544	41.3251
506.617914	35.0743
506.633283	17.0162
506.648653	15.6271
506.664023	31.9488
506.679394	37.8524
506.694764	25.698
506.710135	32.2961
506.725506	39.2415
506.740877	44.4506
506.756249	34.3797
506.771621	28.1289
506.786993	33.3379
506.802365	42.7142
506.817737	48.6178
506.833110	35.0743
506.848483	17.0162
506.863856	22.9198
506.879229	22.5726
506.894603	27.0871
506.909977	30.907
506.925351	17.0162
506.940725	21.878
506.956100	28.8234
506.971475	39.9361
506.986850	48.6178
507.002225	49.3124
507.017600	54.5214
507.032976	62.8559
507.048352	69.8013
507.063728	61.4668
507.079105	64.245
507.094481	53.8269
507.109858	37.8524
507.125235	41.6724
507.140613	65.6341
507.155990	90.2902
507.171368	80.2194
507.186746	50.0069
507.202124	35.0743
507.217503	31.9489
507.232881	36.1161
507.248260	52.4378
507.263640	42.7142
507.279019	21.878
507.294399	24.3089
507.309779	25.3507
507.325159	32.2961
507.340539	49.6596
507.355920	49.6596
507.371301	30.907
507.386682	25.3507
507.402063	25.698
507.417445	36.1161
507.432826	47.2287
507.448208	42.7142
507.463591	46.1869
507.478973	63.5504
507.494356	53.8269
507.509739	42.0197
507.525122	25.698
507.540505	31.6016
507.555889	36.4634
507.571273	29.8652
507.586657	37.1579
507.602041	47.2287
507.617426	32.6434
507.632811	20.4889
507.648196	16.669
507.663581	18.0581
507.678966	18.0581
507.694352	24.6562
507.709738	51.0487
507.725124	53.8269
507.740511	35.4216
507.755897	16.669
507.771284	12.849
507.786671	13.8908
507.802059	19.7944
507.817446	37.8525
507.832834	33.3379
507.848222	27.0871
507.863611	37.8525
507.878999	41.3252
507.894388	40.6306
507.909777	35.0743
507.925166	40.9779
507.940556	53.1323
507.955945	47.2287
507.971335	54.1741
507.986725	64.245
508.002116	67.3704
508.017506	53.8269
508.032897	63.5504
508.048288	44.7979
508.063680	29.8652
508.079071	44.7979
508.094463	52.0905
508.109855	62.5086
508.125247	69.1068
508.140640	57.6469
508.156033	61.4668
508.171425	57.6469
508.186819	38.547
508.202212	43.0615
508.217606	45.4924
508.233000	46.8815
508.248394	43.4088
508.263788	46.5342
508.279183	33.3379
508.294578	37.8524
508.309973	51.7433
508.325368	52.0905
508.340763	67.3704
508.356159	70.8431
508.371555	66.6759
508.386951	56.9523
508.402348	37.1579
508.417745	19.7944
508.433141	18.058
508.448539	14.9326
508.463936	16.669
508.479334	31.6016
508.494732	62.5086
508.510130	59.7305
508.525528	45.4924
508.540926	29.8652
508.556325	23.9616
508.571724	18.7526
508.587124	29.1707
508.602523	32.6434
508.617923	35.4216
508.633323	46.1869
508.648723	45.4924
508.664123	36.1161
508.679524	35.0743
508.694925	34.3797
508.710326	41.6724
508.725727	33.3379
508.741129	40.2833
508.756531	60.0777
508.771933	53.1323
508.787335	36.4634
508.802738	40.6306
508.818140	42.3669
508.833543	25.698
508.848947	28.1289
508.864350	29.518
508.879754	32.6434
508.895158	48.9651
508.910562	59.7305
508.925966	53.1323
508.941371	35.7688
508.956776	19.7944
508.972181	37.5052
508.987586	60.0777
509.002991	61.4668
509.018397	68.4122
509.033803	54.8687
509.049210	41.3251
509.064616	54.8687
509.080023	75.0103
509.095430	71.8849
509.110837	68.0649
509.126244	58.3414
509.141652	68.4122
509.157060	71.8849
509.172468	76.0522
509.187876	71.8849
509.203285	90.6375
509.218694	117.725
509.234103	117.377
509.249512	104.181
509.264921	100.014
509.280331	109.043
509.295741	116.335
509.311151	113.905
509.326562	100.014
509.341972	83.6921
509.357383	65.9813
509.372795	48.9651
509.388206	68.4122
509.403618	75.0103
509.419029	68.4122
509.434441	56.605
509.449854	41.6724
509.465266	26.0452
509.480679	35.0743
509.496092	50.3541
509.511505	64.5922
509.526919	58.3414
509.542332	48.9651
509.557746	40.6306
509.573161	32.2961
509.588575	25.0034
509.603990	34.3797
509.619404	46.8814
509.634820	42.7142
509.650235	28.1289
509.665651	20.4889
509.681066	17.3635
509.696482	31.2543
509.711899	39.2415
509.727315	24.3089
509.742732	14.9326
509.758149	31.9488
509.773566	37.5052
509.788983	34.3797
509.804401	34.0325
509.819819	39.936
509.835237	57.2996
509.850656	59.0359
509.866074	22.5725
509.881493	15.6271
509.896912	10.4181
509.912331	22.9198
509.927751	40.9779
509.943171	50.3541
509.958591	53.1323
509.974011	66.3286
509.989431	73.9685
510.004852	75.0103
510.020273	73.9685
510.035694	76.0521
510.051116	76.0521
510.066537	78.483
510.081959	78.1358
510.097381	43.756
510.112803	60.0777
510.128226	70.1486
510.143649	59.7304
510.159072	67.3704
510.174495	100.014
510.189919	108.348
510.205342	79.5248
510.220766	68.0649
510.236190	97.2356
510.251615	127.101
510.267040	104.181
510.282464	106.265
510.297890	137.172
510.313315	157.313
510.328741	135.783
510.344166	111.126
510.359592	63.8977
510.375019	46.1869
510.390445	42.7142
510.405872	70.8431
510.421299	85.4284
510.436726	69.8013
510.452154	48.9651
510.467581	52.4378
510.483009	68.4122
510.498437	75.3576
510.513866	63.8977
510.529294	75.3576
510.544723	72.9267
510.560152	69.454
510.575582	59.7304
510.591011	47.2287
510.606441	40.2833
510.621871	25.0034
510.637301	18.058
510.652732	14.5853
510.668163	25.698
510.683593	32.2961
510.699025	20.4889
510.714456	13.8908
510.729888	23.2671
510.745320	37.1579
510.760752	33.3379
510.776184	13.8908
510.791617	9.37627
510.807049	14.238
510.822483	16.3217
510.837916	32.2961
510.853349	45.8396
510.868783	41.3251
510.884217	41.6724
510.899651	46.8814
510.915086	50.3541
510.930520	64.9395
510.945955	80.2194
510.961390	90.9847
510.976826	114.252
510.992261	116.683
511.007697	82.9975
511.023133	60.425
511.038570	70.1485
511.054006	81.9557
511.069443	94.8047
511.084880	75.0103
511.100317	62.8559
511.115755	46.5342
511.131193	41.3251
511.146630	60.425
511.162069	95.8465
511.177507	118.419
511.192946	109.39
511.208385	75.0103
511.223824	69.1067
511.239263	95.4992
511.254703	113.905
511.270142	104.528
511.285582	80.2194
511.301023	69.8012
511.316463	77.7885
511.331904	82.303
511.347345	78.483
511.362786	72.9267
511.378228	90.9847
511.393669	94.8047
511.409111	62.5086
511.424553	28.1288
511.439996	36.8106
511.455438	52.0905
511.470881	52.785
511.486324	52.0905
511.501768	46.8814
511.517211	46.5341
511.532655	37.1578
511.548099	23.9616
511.563543	25.0034
511.578988	41.3251
511.594432	35.0742
511.609877	27.4343
511.625322	46.5341
511.640768	62.5086
511.656213	54.5214
511.671659	70.1485
511.687105	93.0683
511.702552	65.9813
511.717998	18.058
511.733445	15.6271
511.748892	47.2287
511.764339	83.3448
511.779787	75.7048
511.795235	29.5179
511.810683	29.1706
511.826131	54.5214
511.841579	64.2449
511.857028	69.1067
511.872477	48.965
511.887926	19.7943
511.903375	10.4181
511.918825	22.9198
511.934275	42.7142
511.949725	67.3704
511.965175	72.5794
511.980626	69.1067
511.996076	76.0521
512.011527	82.9975
512.026979	63.2031
512.042430	44.4505
512.057882	44.4505
512.073334	60.425
512.088786	64.9395
512.104238	42.7142
512.119691	35.0742
512.135144	37.8524
512.150597	56.605
512.166050	75.0103
512.181504	77.7885
512.196958	69.1067
512.212412	60.7722
512.227866	52.785
512.243320	50.0068
512.258775	62.8558
512.274230	78.8303
512.289685	100.014
512.305141	89.9429
512.320596	69.1067
512.336052	51.3959
512.351508	46.5342
512.366965	44.4505
512.382421	52.0905
512.397878	41.6724
512.413335	43.0615
512.428793	53.8268
512.444250	66.6758
512.459708	67.3704
512.475166	44.4505
512.490624	27.4343
512.506083	45.4923
512.521541	56.605
512.537000	46.5341
512.552459	40.2833
512.567919	37.8524
512.583378	23.2671
512.598838	18.058
512.614298	26.0452
512.629759	37.8524
512.645219	40.2833
512.660680	25.6979
512.676141	21.5307
512.691602	18.7525
512.707064	20.8362
512.722525	23.267
512.737987	11.4599
512.753450	16.3216
512.768912	21.878
512.784375	19.7943
512.799838	19.0998
512.815301	20.8362
512.830764	26.3925
512.846228	32.2961
512.861691	42.7142
512.877155	49.6596
512.892620	39.5887
512.908084	25.0034
512.923549	28.1288
512.939014	29.5179
512.954479	33.3379
512.969945	51.3959
512.985410	47.2287
513.000876	38.5469
513.016342	60.7722
513.031809	78.1357
513.047275	60.7722
513.062742	64.2449
513.078209	47.9232
513.093677	27.4343
513.109144	29.1706
513.124612	29.8652
513.140080	52.0905
513.155548	59.0359
513.171017	53.8268
513.186485	32.9906
513.201954	22.5725
513.217424	46.1869
513.232893	53.8268
513.248363	35.0742
513.263832	28.1288
513.279303	32.2961
513.294773	51.3959
513.310244	53.1323
513.325714	31.9488
513.341185	16.6689
513.356657	21.5307
513.372128	32.9906
513.387600	37.8524
513.403072	29.1706
513.418544	17.3635
513.434017	20.8362
513.449489	43.4087
513.464962	63.2031
513.480435	56.605
513.495909	31.9488
513.511382	14.5853
513.526856	13.8908
513.542330	25.0034
513.557804	33.6852
513.573279	38.1997
513.588754	37.5051
513.604229	29.8652
513.619704	23.2671
513.635180	27.4343
513.650655	35.0742
513.666131	23.2671
513.681607	23.9616
513.697084	21.5307
513.712560	25.0034
513.728037	50.0069
513.743514	71.8849
513.758992	61.4668
513.774469	47.2287
513.789947	34.3797
513.805425	23.2671
513.820903	22.2253
513.836382	37.1579
513.851861	47.9232
513.867340	65.9813
513.882819	69.1067
513.898298	50.0069
513.913778	47.9232
513.929258	59.0359
513.944738	61.814
513.960218	68.0649
513.975699	66.6758
513.991180	78.8303
514.006661	94.1102
514.022142	66.6758
514.037624	47.2287
514.053105	62.5086
514.068587	68.4122
514.084070	69.1067
514.099552	93.0684
514.115035	97.2356
514.130518	61.814
514.146001	48.6178
514.161484	65.9813
514.176968	74.663
514.192452	67.3704
514.207936	55.9105
514.223420	38.547
514.238905	46.8814
514.254390	60.7722
514.269875	66.6758
514.285360	63.2031
514.300845	60.425
514.316331	61.8141
514.331817	69.8013
514.347303	66.6758
514.362790	56.605
514.378276	40.2833
514.393763	40.6306
514.409250	44.1033
514.424738	35.0742
514.440225	24.3089
514.455713	28.1288
514.471201	52.4378
514.486690	64.9395
514.502178	50.7014
514.517667	34.0324
514.533156	18.7525
514.548645	21.5307
514.564134	39.5888
514.579624	60.7722
514.595114	50.0069
514.610604	34.3797
514.626095	26.7398
514.641585	32.2961
514.657076	37.1579
514.672567	32.9906
514.688059	19.7944
514.703550	22.5725
514.719042	17.3635
514.734534	29.1707
514.750026	57.6468
514.765519	72.9267
514.781011	59.7304
514.796504	33.3379
514.811998	18.058
514.827491	22.9198
514.842985	51.7432
514.858478	80.2194
514.873973	65.2868
514.889467	51.0487
514.904962	38.547
514.920456	31.2543
514.935951	46.1869
514.951447	64.9395
514.966942	60.0777
514.982438	40.6306
514.997934	43.756
515.013430	42.7142
515.028927	45.4924
515.044423	45.4924
515.059920	56.605
515.075417	77.0939
515.090915	76.0521
515.106412	53.8268
515.121910	23.2671
515.137408	16.3217
515.152907	30.5597
515.168405	54.8687
515.183904	54.8687
515.199403	49.6596
515.214902	54.8687
515.230402	41.6724
515.245901	38.547
515.261401	58.3414
515.276902	60.7722
515.292402	59.0359
515.307903	59.0359
515.323403	55.5632
515.338905	54.1741
515.354406	55.5632
515.369908	56.605
515.385409	52.0905
515.400911	48.9651
515.416414	46.1869
515.431916	36.8106
515.447419	52.0905
515.462922	65.9813
515.478425	58.3414
515.493929	51.3959
515.509432	42.0197
515.524936	34.727
515.540440	27.4343
515.555945	28.1288
515.571449	32.2961
515.586954	33.3379
515.602459	33.3379
515.617965	45.4924
515.633470	57.2995
515.648976	66.3286
515.664482	58.3413
515.679988	42.0196
515.695495	46.8814
515.711001	41.6724
515.726508	36.8106
515.742015	40.6306
515.757523	50.0069
515.773030	41.3251
515.788538	29.1707
515.804046	40.2833
515.819555	59.7304
515.835063	65.634
515.850572	42.7142
515.866081	31.9488
515.881590	41.6724
515.897100	41.6724
515.912610	31.9488
515.928120	25.0034
515.943630	40.2833
515.959140	50.3541
515.974651	43.756
515.990162	47.9232
516.005673	63.2031
516.021184	50.7014
516.036696	45.4923
516.052208	49.6596
516.067720	76.7467
516.083232	86.4702
516.098745	82.9975
516.114257	64.5922
516.129770	29.1706
516.145284	23.6143
516.160797	46.5342
516.176311	58.3413
516.191825	54.1741
516.207339	53.1323
516.222853	54.8686
516.238368	59.7304
516.253883	69.1067
516.269398	57.6468
516.284913	65.2868
516.300429	92.0266
516.315945	76.0521
516.331461	51.3959
516.346977	41.6724
516.362493	47.576
516.378010	47.9232
516.393527	48.6178
516.409044	40.2833
516.424562	18.058
516.440079	11.1126
516.455597	14.9326
516.471115	27.4343
516.486634	29.8652
516.502152	27.4343
516.517671	36.1161
516.533190	52.785
516.548710	64.9395
516.564229	51.396
516.579749	46.1869
516.595269	37.5051
516.610789	29.1707
516.626310	39.936
516.641830	49.6596
516.657351	72.5794
516.672872	83.6921
516.688394	71.8849
516.703915	59.7304
516.719437	55.9105
516.734959	46.8814
516.750482	30.907
516.766004	43.756
516.781527	48.2705
516.797050	39.5888
516.812573	32.6434
516.828097	55.5632
516.843620	79.8721
516.859144	57.9941
516.874669	70.8431
516.890193	127.101
516.905718	147.937
516.921243	136.477
516.936768	146.895
516.952293	140.992
516.967819	125.712
516.983344	138.213
516.998871	117.725
517.014397	96.5411
517.029923	106.265
517.045450	116.335
517.060977	98.2774
517.076504	92.7211
517.092032	90.6375
517.107559	100.708
517.123087	152.104
517.138615	171.551
517.154144	153.493
517.169672	133.004
517.185201	87.8593
517.200730	54.1741
517.216260	68.0649
517.231789	106.612
517.247319	131.268
517.262849	127.795
517.278379	104.528
517.293910	87.1648
517.309441	89.9429
517.324971	76.0521
517.340503	59.7304
517.356034	67.3704
517.371566	67.7176
517.387098	46.1869
517.402630	64.2449
517.418162	89.2484
517.433695	95.152
517.449227	62.5086
517.464760	30.907
517.480294	25.698
517.495827	36.1161
517.511361	38.1997
517.526895	33.3379
517.542429	35.0742
517.557964	40.9778
517.573498	43.0615
517.589033	50.7014
517.604568	65.634
517.620104	66.6758
517.635639	49.6596
517.651175	38.5469
517.666711	23.9616
517.682248	31.9488
517.697784	35.7688
517.713321	35.7688
517.728858	29.8652
517.744395	23.2671
517.759933	44.1033
517.775470	64.9395
517.791008	64.2449
517.806546	55.5632
517.822085	42.7142
517.837624	42.7142
517.853162	72.2321
517.868702	98.9719
517.884241	98.9719
517.899780	79.1776
517.915320	56.2577
517.930860	37.8524
517.946401	42.7142
517.961941	73.274
517.977482	100.014
517.993023	96.5411
518.008564	74.663
518.024105	61.4668
518.039647	65.634
518.055189	63.2031
518.070731	68.0649
518.086273	78.483
518.101816	58.3413
518.117359	39.5888
518.132902	86.123
518.148445	123.281
518.163989	122.586
518.179533	91.332
518.195077	81.2612
518.210621	85.4284
518.226165	87.1648
518.241710	93.7629
518.257255	77.4412
518.272800	65.9813
518.288345	71.8849
518.303891	91.6793
518.319437	104.528
518.334983	84.3866
518.350529	45.4923
518.366076	70.8431
518.381623	105.223
518.397170	83.6921
518.412717	50.3541
518.428265	28.8234
518.443812	26.7398
518.459360	27.4343
518.474908	43.756
518.490457	63.5504
518.506006	66.3286
518.521554	80.5666
518.537104	81.2612
518.552653	79.5248
518.568203	59.7304
518.583752	48.9651
518.599302	41.6724
518.614853	50.3541
518.630403	62.5086
518.645954	79.5248
518.661505	77.7885
518.677056	88.2066
518.692608	100.014
518.708159	75.0103
518.723711	40.6306
518.739263	33.6852
518.754816	31.9488
518.770369	28.4761
518.785921	52.0905
518.801474	83.6921
518.817028	83.6921
518.832581	53.8268
518.848135	45.4924
518.863689	70.1485
518.879243	140.297
518.894798	269.829
518.910353	392.762
518.925908	474.371
518.941463	482.011
518.957018	441.38
518.972574	415.335
518.988130	409.779
519.003686	389.637
519.019242	309.765
519.034799	267.398
519.050356	266.356
519.065913	303.514
519.081470	349.006
519.097027	346.228
519.112585	294.485
519.128143	239.964
519.143701	262.189
519.159260	317.058
519.174819	320.878
519.190378	270.871
519.205937	227.115
519.221496	244.131
519.237056	258.022
519.252616	256.285
519.268176	325.045
519.283736	386.859
519.299296	309.765
519.314857	199.333
519.330418	179.539
519.345980	201.417
519.361541	204.195
519.377103	156.272
519.392665	124.67
519.408227	129.532
519.423789	127.101
519.439352	107.654
519.454915	104.876
519.470478	100.708
519.486041	63.5504
519.501605	49.6596
519.517169	75.0103
519.532733	90.6375
519.548297	59.7305
519.563861	30.2125
519.579426	42.0197
519.594991	55.9105
519.610556	46.8815
519.626122	36.8106
519.641688	53.8269
519.657253	62.5086
519.672820	47.9233
519.688386	36.8106
519.703953	34.3797
519.719519	43.4088
519.735087	44.4506
519.750654	49.3123
519.766221	67.3704
519.781789	77.7885
519.797357	77.7885
519.812925	67.7177
519.828494	42.7142
519.844063	42.0197
519.859632	61.4668
519.875201	72.9267
519.890770	100.708
519.906340	114.946
519.921910	100.708
519.937480	92.0266
519.953050	115.988
519.968621	140.992
519.984191	177.455
519.999762	198.986
520.015334	148.632
520.030905	125.017
520.046477	111.126
520.062049	141.686
520.077621	159.744
520.093194	139.255
520.108766	129.184
520.124339	108.001
520.139912	110.085
520.155486	131.268
520.171059	148.284
520.186633	183.359
520.202207	200.722
520.217782	204.542
520.233356	214.613
520.248931	209.404
520.264506	192.735
520.280081	205.584
520.295657	201.417
520.311232	183.011
520.326808	155.577
520.342384	130.921
520.357961	151.41
520.373537	164.606
520.389114	145.506
520.404691	83.3448
520.420269	46.1869
520.435846	58.3414
520.451424	85.4285
520.467002	99.6665
520.482580	84.7339
520.498159	59.0359
520.513738	47.2287
520.529317	51.0487
520.544896	69.454
520.560475	62.5086
520.576055	48.9651
520.591635	45.4924
520.607215	30.907
520.622795	32.6434
520.638376	35.7688
520.653957	31.9489
520.669538	35.7688
520.685119	31.6016
520.700701	29.8652
520.716282	47.2287
520.731864	71.8849
520.747447	84.3867
520.763029	70.8431
520.778612	34.0325
520.794195	32.6434
520.809778	50.0069
520.825361	57.9941
520.840945	48.9651
520.856529	54.5214
520.872113	64.9395
520.887697	70.8431
520.903282	104.181
520.918866	155.577
520.934451	188.568
520.950037	227.809
520.965622	239.964
520.981208	254.549
520.996794	269.134
521.012380	281.289
521.027966	281.983
521.043553	244.131
521.059140	223.642
521.074727	246.909
521.090314	255.591
521.105902	265.662
521.121490	311.849
521.137078	330.254
521.152666	288.929
521.168255	272.607
521.183844	275.733
521.199433	284.067
521.215022	282.678
521.230611	266.356
521.246201	268.787
521.261791	324.35
521.277381	345.187
521.292971	270.871
521.308562	187.179
521.324153	175.024
521.339744	186.137
521.355335	169.121
521.370927	152.799
521.386519	152.799
521.402111	162.175
521.417703	173.635
521.433295	181.275
521.448888	193.777
521.464481	166.69
521.480074	104.181
521.495668	59.7305
521.511261	74.3159
521.526855	82.9976
521.542449	55.5633
521.558044	48.6179
521.573638	66.6759
521.589233	86.4703
521.604828	95.8466
521.620423	71.885
521.636019	64.9396
521.651615	70.4959
521.667211	78.8304
521.682807	75.0104
521.698403	68.4123
521.714000	48.2706
521.729597	45.4924
521.745194	42.7143
521.760791	70.8432
521.776389	107.654
521.791987	114.599
521.807585	74.6631
521.823183	45.4924
521.838782	64.245
521.854380	74.3158
521.869979	69.8013
521.885579	85.4285
521.901178	93.763
521.916778	99.6666
521.932378	117.03
